,Compound,Date,Negative,Neutral,Positive,Tweet,User
0,0.8932,2018-05-31 23:50:00,0.545,0.0,0.455,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",CBS
1,0.8442,2018-06-01 17:00:03,0.664,0.0,0.336,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,CBS
2,-0.3903,2018-06-01 17:39:17,0.807,0.131,0.062,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",CBS
3,0.0,2018-06-04 17:00:00,1.0,0.0,0.0,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",CBS
4,0.0,2018-06-05 15:04:41,1.0,0.0,0.0,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",CBS
5,0.5093,2018-06-05 19:00:02,0.845,0.0,0.155,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,CBS
6,0.4574,2018-06-05 22:12:28,0.824,0.0,0.176,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,CBS
7,-0.4404,2018-06-05 22:23:35,0.723,0.177,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",CBS
8,0.3595,2018-06-06 00:08:30,0.872,0.0,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",CBS
9,0.2732,2018-06-06 21:00:24,0.719,0.105,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,CBS
10,0.3612,2018-06-07 17:03:26,0.872,0.0,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",CBS
11,0.9078,2018-06-08 13:58:15,0.564,0.0,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",CBS
12,0.0,2018-06-08 15:00:03,1.0,0.0,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,CBS
13,0.296,2018-06-08 19:46:17,0.82,0.0,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,CBS
14,0.0,2018-06-09 16:00:00,1.0,0.0,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,CBS
15,0.5093,2018-06-09 21:00:02,0.845,0.0,0.155,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,CBS
16,0.0,2018-06-10 08:01:04,1.0,0.0,0.0,"❤️ The moment actor Maisie Sly, who's deaf, finds out she's going to meet the Queen!  https://t.co/0D0gJq0rgE",BBC
17,0.0,2018-06-10 09:01:05,1.0,0.0,0.0,How the suffragettes woke us up. https://t.co/WrXoMnNNIZ,BBC
18,-0.4588,2018-06-10 10:01:05,0.625,0.227,0.148,"Learning to embrace that sinking, nagging feeling we get when we realise we have made the wrong choice. 
👉… https://t.co/HlxIqK5SHb",BBC
19,0.5719,2018-06-10 10:11:08,0.861,0.0,0.139,RT @BBCTwo: We're celebrating female voices and achievements across the BBC to mark 100 years since women got the vote. So here's to Polly…,BBC
20,-0.3818,2018-06-10 10:28:00,0.88,0.12,0.0,"In 1913, Emily Wilding Davison made the ultimate sacrifice in the fight for women's right to vote.
#HearHer #Vote100 https://t.co/qr7UAIPtGr",BBC
21,0.0,2018-06-10 10:58:07,1.0,0.0,0.0,Can you believe these wonders are beneath UK waters? https://t.co/BJ3SEEIjDN,BBC
22,0.0,2018-06-10 12:02:04,1.0,0.0,0.0,"Kirsty Young presents live coverage of the processions across London, Edinburgh, Cardiff and Belfast to mark the ce… https://t.co/MMZLWLI5uG",BBC
23,0.5719,2018-06-10 12:12:42,0.861,0.0,0.139,"RT @bbcarts: 100 years after the Suffragettes won the right to vote, women will gather in the streets of Belfast, Cardiff, Edinburgh and Lo…",BBC
24,0.5719,2018-06-10 14:37:55,0.861,0.0,0.139,"RT @BBCOne: We're celebrating female voices and achievements across the BBC to mark 100 years since women got the vote. 

Hands up to Bake…",BBC
25,0.0,2018-06-10 14:38:18,1.0,0.0,0.0,"RT @CBeebiesHQ: Would you consider an alternative to mainstream education? 

@BBCNews #SundayThoughts https://t.co/hwileHwd1K",BBC
26,0.4184,2018-06-10 15:00:01,0.843,0.0,0.157,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,CBS
27,-0.5994,2018-06-10 15:01:05,0.755,0.245,0.0,"Is feminism actually just a war on men? @RachelParris has some thoughts... 😂
#TheMashReport https://t.co/t31I5bFWgn",BBC
28,0.7003,2018-06-10 15:19:47,0.799,0.0,0.201,"RT @BBCOne: Women across the UK are marching together to create a living artwork, to mark 100 years since the first British women won the v…",BBC
29,0.6808,2018-06-10 15:22:00,0.804,0.0,0.196,"RT @BBCOne: ""We are woman, we have loud voices and lightbulb hearts...
Our bodies are like miracles, we are proud of what we are.""

Celebra…",BBC
30,0.0,2018-06-10 16:02:05,1.0,0.0,0.0,Little girls don’t stay little forever. https://t.co/3yThJBbcUs,BBC
31,0.0,2018-06-10 17:03:05,1.0,0.0,0.0,Emily Davison became a martyr to the suffragette cause after running in front of the king's horse at the Epsom Derb… https://t.co/ULpY95lcsi,BBC
32,0.4588,2018-06-10 18:02:27,0.88,0.0,0.12,Can we interest you in a little cockroach milk to go with your cereal? Because this could be the next big food fad.… https://t.co/Vk8TrTfYQr,BBC
33,-0.5719,2018-06-10 19:04:08,0.761,0.239,0.0,"As the Poldarks look to rebuild their marriage, Cornwall struggles under Warleggan pressure. 

#Poldark | 9pm |… https://t.co/yPvJnKdRr9",BBC
34,0.0,2018-06-10 22:01:25,1.0,0.0,0.0,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",CBS
35,0.0,2018-06-10 23:18:15,1.0,0.0,0.0,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,CBS
36,0.0,2018-06-10 23:59:00,1.0,0.0,0.0,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,CBS
37,0.0,2018-06-11 00:04:15,1.0,0.0,0.0,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,CBS
38,0.6696,2018-06-11 00:06:39,0.64,0.0,0.36,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",CBS
39,0.8834,2018-06-11 00:12:31,0.437,0.0,0.563,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,CBS
40,0.6369,2018-06-11 00:13:27,0.756,0.0,0.244,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",CBS
41,0.0,2018-06-11 00:18:16,1.0,0.0,0.0,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,CBS
42,0.6369,2018-06-11 00:22:15,0.588,0.0,0.412,RT @misschae: I love theatre so much. #TonyAwards,CBS
43,0.0,2018-06-11 00:22:15,1.0,0.0,0.0,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,CBS
44,0.0,2018-06-11 00:24:31,1.0,0.0,0.0,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,CBS
45,0.8908,2018-06-11 00:27:00,0.43,0.0,0.57,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,CBS
46,0.3612,2018-06-11 00:27:42,0.737,0.0,0.263,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,CBS
47,0.0,2018-06-11 00:31:28,1.0,0.0,0.0,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",CBS
48,0.4588,2018-06-11 00:34:45,0.833,0.0,0.167,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,CBS
49,0.25,2018-06-11 00:35:41,0.92,0.0,0.08,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",CBS
50,0.0,2018-06-11 00:44:36,1.0,0.0,0.0,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,CBS
51,0.8858,2018-06-11 00:45:14,0.435,0.0,0.565,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,CBS
52,0.8478,2018-06-11 00:50:18,0.494,0.0,0.506,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,CBS
53,0.0,2018-06-11 00:51:11,1.0,0.0,0.0,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,CBS
54,0.2714,2018-06-11 00:52:34,0.793,0.0,0.207,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,CBS
55,0.0,2018-06-11 00:58:06,1.0,0.0,0.0,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,CBS
56,0.8834,2018-06-11 01:02:47,0.437,0.0,0.563,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,CBS
57,0.1531,2018-06-11 01:08:24,0.852,0.0,0.148,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,CBS
58,0.1511,2018-06-11 01:08:28,0.898,0.0,0.102,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,CBS
59,0.6369,2018-06-11 01:12:31,0.625,0.0,0.375,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,CBS
60,0.9151,2018-06-11 01:19:59,0.543,0.0,0.457,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,CBS
